date,category,sales
2023-02-05T00:00:00,Books,4758.81
2023-02-05T00:00:00,Furniture,2496.82
2023-02-05T00:00:00,Clothing,2275.33
2023-02-06T00:00:00,Electronics,2789.27
2023-02-06T00:00:00,Books,1075.77
2023-02-06T00:00:00,Furniture,3335.24
2023-02-06T00:00:00,Clothing,4545.94
2023-02-07T00:00:00,Electronics,1575.24
2023-02-07T00:00:00,Books,880.44
2023-02-07T00:00:00,Furniture,604.87
2023-02-07T00:00:00,Clothing,4500.32
2023-02-08T00:00:00,Electronics,4678.56
2023-02-08T00:00:00,Books,2002.31
2023-02-08T00:00:00,Furniture,3266.44
2023-02-08T00:00:00,Clothing,3123.61
2023-02-09T00:00:00,Electronics,589.24
2023-02-09T00:00:00,Books,3229.56
2023-02-09T00:00:00,Furniture,3713.22
2023-02-09T00:00:00,Clothing,4600.66
2023-02-10T00:00:00,Electronics,1385.31
2023-02-10T00:00:00,Books,2171.49
2023-02-10T00:00:00,Furniture,2281.34
2023-02-10T00:00:00,Clothing,1358.64
2023-02-11T00:00:00,Electronics,1846.54
2023-02-11T00:00:00,Books,3327.38
2023-02-11T00:00:00,Furniture,3448.47
2023-02-11T00:00:00,Clothing,4409.8
2023-02-12T00:00:00,Electronics,2024.97
2023-02-12T00:00:00,Books,1730.38
2023-02-12T00:00:00,Furniture,393.11
2023-02-12T00:00:00,Clothing,3384.14
2023-02-13T00:00:00,Electronics,2005.51
2023-02-13T00:00:00,Books,2406.0
2023-02-13T00:00:00,Furniture,3212.31
2023-02-13T00:00:00,Clothing,320.12
2023-02-14T00:00:00,Electronics,1974.4
2023-02-14T00:00:00,Books,1873.65
2023-02-14T00:00:00,Furniture,730.91
2023-02-14T00:00:00,Clothing,2128.93
2023-02-15T00:00:00,Electronics,3482.23
2023-02-15T00:00:00,Books,1804.19
2023-02-15T00:00:00,Furniture,3811.98
2023-02-15T00:00:00,Clothing,3700.91
2023-02-16T00:00:00,Electronics,728.16
2023-02-16T00:00:00,Books,3325.33
2023-02-16T00:00:00,Furniture,753.22
2023-02-16T00:00:00,Clothing,3780.06
2023-02-17T00:00:00,Electronics,4159.43
2023-02-17T00:00:00,Books,3116.52
2023-02-17T00:00:00,Furniture,4737.04
2023-02-17T00:00:00,Clothing,3660.24
2023-02-18T00:00:00,Electronics,1684.8
2023-02-18T00:00:00,Books,4389.02
2023-02-18T00:00:00,Furniture,2614.86
2023-02-18T00:00:00,Clothing,2984.05
2023-02-19T00:00:00,Electronics,2124.6
2023-02-19T00:00:00,Books,4066.35
2023-02-19T00:00:00,Furniture,693.44
2023-02-19T00:00:00,Clothing,1317.83
2023-02-20T00:00:00,Electronics,170.17
2023-02-20T00:00:00,Books,1342.27
2023-02-20T00:00:00,Furniture,4357.4
2023-02-20T00:00:00,Clothing,4934.9
2023-02-21T00:00:00,Electronics,3037.43
2023-02-21T00:00:00,Books,2552.01
2023-02-21T00:00:00,Furniture,2970.36
2023-02-21T00:00:00,Clothing,3728.75
2023-02-22T00:00:00,Electronics,2822.95
2023-02-22T00:00:00,Books,220.19
2023-02-22T00:00:00,Furniture,3344.66
2023-02-22T00:00:00,Clothing,4827.97
2023-02-23T00:00:00,Electronics,4335.71
2023-02-23T00:00:00,Books,2740.24
2023-02-23T00:00:00,Furniture,3047.22
2023-02-23T00:00:00,Clothing,3596.7
2023-02-24T00:00:00,Electronics,1324.52
2023-02-24T00:00:00,Books,3873.88
2023-02-24T00:00:00,Furniture,1378.99
2023-02-24T00:00:00,Clothing,217.26
2023-02-25T00:00:00,Electronics,900.52
2023-02-25T00:00:00,Books,450.06
2023-02-25T00:00:00,Furniture,2896.84
2023-02-25T00:00:00,Clothing,4612.74
2023-02-26T00:00:00,Electronics,193.18
2023-02-26T00:00:00,Books,4864.65
2023-02-26T00:00:00,Furniture,407.78
2023-02-26T00:00:00,Clothing,1687.75
2023-02-27T00:00:00,Electronics,1773.37
2023-02-27T00:00:00,Books,1875.9
2023-02-27T00:00:00,Furniture,351.4
2023-02-27T00:00:00,Clothing,289.73
2023-02-28T00:00:00,Electronics,3266.31
2023-02-28T00:00:00,Books,2103.32
2023-02-28T00:00:00,Furniture,2408.77
2023-02-28T00:00:00,Clothing,4940.28
2023-03-01T00:00:00,Electronics,2601.93
2023-03-01T00:00:00,Books,4789.27
2023-03-01T00:00:00,Furniture,4381.45
2023-03-01T00:00:00,Clothing,415.18
2023-03-02T00:00:00,Electronics,4717.43
2023-03-02T00:00:00,Books,3474.2
2023-03-02T00:00:00,Furniture,1381.9
2023-03-02T00:00:00,Clothing,1918.23
2023-03-03T00:00:00,Electronics,305.05
2023-03-03T00:00:00,Books,4097.4
2023-03-03T00:00:00,Furniture,2941.94
2023-03-03T00:00:00,Clothing,788.79
2023-03-04T00:00:00,Electronics,153.15
2023-03-04T00:00:00,Books,272.72
2023-03-04T00:00:00,Furniture,1398.22
2023-03-04T00:00:00,Clothing,1879.48
2023-03-05T00:00:00,Electronics,4767.02
2023-03-05T00:00:00,Books,4888.4
2023-03-05T00:00:00,Furniture,1391.74
2023-03-05T00:00:00,Clothing,4306.19
2023-03-06T00:00:00,Electronics,705.77
2023-03-06T00:00:00,Books,1914.26
2023-03-06T00:00:00,Furniture,207.92
2023-03-06T00:00:00,Clothing,4309.82
2023-03-07T00:00:00,Electronics,4293.31
2023-03-07T00:00:00,Books,1199.9
2023-03-07T00:00:00,Furniture,3624.88
2023-03-07T00:00:00,Clothing,1401.55
2023-03-08T00:00:00,Electronics,4834.93
2023-03-08T00:00:00,Books,2330.61
2023-03-08T00:00:00,Furniture,2654.65
2023-03-08T00:00:00,Clothing,220.83
2023-03-09T00:00:00,Electronics,3215.98
2023-03-09T00:00:00,Books,987.69
2023-03-09T00:00:00,Furniture,2158.17
2023-03-09T00:00:00,Clothing,1008.87
2023-03-10T00:00:00,Electronics,3891.87
2023-03-10T00:00:00,Books,2082.5
2023-03-10T00:00:00,Furniture,2726.48
2023-03-10T00:00:00,Clothing,1507.02
2023-03-11T00:00:00,Electronics,2000.18
2023-03-11T00:00:00,Books,295.04
2023-03-11T00:00:00,Furniture,2056.49
2023-03-11T00:00:00,Clothing,3745.17
2023-03-12T00:00:00,Electronics,3729.72
2023-03-12T00:00:00,Books,4361.36
2023-03-12T00:00:00,Furniture,912.08
2023-03-12T00:00:00,Clothing,2787.56
2023-03-13T00:00:00,Electronics,3141.13
2023-03-13T00:00:00,Books,1836.95
2023-03-13T00:00:00,Furniture,2144.4
2023-03-13T00:00:00,Clothing,3020.54
2023-03-14T00:00:00,Electronics,143.52
2023-03-14T00:00:00,Books,1126.74
2023-03-14T00:00:00,Furniture,3028.85
2023-03-14T00:00:00,Clothing,2404.19
2023-03-15T00:00:00,Electronics,2453.26
2023-03-15T00:00:00,Books,2493.59
2023-03-15T00:00:00,Furniture,1028.56
2023-03-15T00:00:00,Clothing,3697.17
2023-03-16T00:00:00,Electronics,3349.43
2023-03-16T00:00:00,Books,4694.72
2023-03-16T00:00:00,Furniture,576.65
2023-03-16T00:00:00,Clothing,3970.98
2023-03-17T00:00:00,Electronics,4780.79
2023-03-17T00:00:00,Books,3488.23
2023-03-17T00:00:00,Furniture,3297.64
2023-03-17T00:00:00,Clothing,1775.98
2023-03-18T00:00:00,Electronics,4260.11
2023-03-18T00:00:00,Books,4146.64
2023-03-18T00:00:00,Furniture,3767.61
2023-03-18T00:00:00,Clothing,3618.3
2023-03-19T00:00:00,Electronics,1042.2
2023-03-19T00:00:00,Books,3590.18
2023-03-19T00:00:00,Furniture,2294.89
2023-03-19T00:00:00,Clothing,748.12
2023-03-20T00:00:00,Electronics,2162.86
2023-03-20T00:00:00,Books,2894.63
2023-03-20T00:00:00,Furniture,1356.41
2023-03-20T00:00:00,Clothing,4236.7
2023-03-21T00:00:00,Electronics,4543.02
2023-03-21T00:00:00,Books,1860.04
2023-03-21T00:00:00,Furniture,2518.84
2023-03-21T00:00:00,Clothing,444.59
2023-03-22T00:00:00,Electronics,3466.57
2023-03-22T00:00:00,Books,142.58
2023-03-22T00:00:00,Furniture,301.51
2023-03-22T00:00:00,Clothing,4436.83
2023-03-23T00:00:00,Electronics,4213.69
2023-03-23T00:00:00,Books,3829.11
2023-03-23T00:00:00,Furniture,2806.47
2023-03-23T00:00:00,Clothing,885.6
2023-03-24T00:00:00,Electronics,3259.64
2023-03-24T00:00:00,Books,2687.56
2023-03-24T00:00:00,Furniture,408.59
2023-03-24T00:00:00,Clothing,2217.02
2023-03-25T00:00:00,Electronics,4897.69
2023-03-25T00:00:00,Books,3605.48
2023-03-25T00:00:00,Furniture,4696.97
2023-03-25T00:00:00,Clothing,3821.75
2023-03-26T00:00:00,Electronics,339.56
2023-03-26T00:00:00,Books,2488.01
2023-03-26T00:00:00,Furniture,387.65
2023-03-26T00:00:00,Clothing,514.48
2023-03-27T00:00:00,Electronics,4947.38
2023-03-27T00:00:00,Books,4960.35
2023-03-27T00:00:00,Furniture,2580.27
2023-03-27T00:00:00,Clothing,1093.5
2023-03-28T00:00:00,Electronics,2176.05
2023-03-28T00:00:00,Books,2057.82
2023-03-28T00:00:00,Furniture,1268.81
2023-03-28T00:00:00,Clothing,3642.75
2023-03-29T00:00:00,Electronics,603.05
2023-03-29T00:00:00,Books,1904.61
2023-03-29T00:00:00,Furniture,1725.45
2023-03-29T00:00:00,Clothing,3952.94
2023-03-30T00:00:00,Electronics,2553.33
2023-03-30T00:00:00,Books,3651.27
2023-03-30T00:00:00,Furniture,715.32
2023-03-30T00:00:00,Clothing,1547.27
2023-03-31T00:00:00,Electronics,4415.09
2023-03-31T00:00:00,Books,3048.57
2023-03-31T00:00:00,Furniture,2626.47
2023-03-31T00:00:00,Clothing,2743.0
2023-04-01T00:00:00,Electronics,1192.23
2023-04-01T00:00:00,Books,2611.97
2023-04-01T00:00:00,Furniture,4191.62
2023-04-01T00:00:00,Clothing,4495.7
2023-04-02T00:00:00,Electronics,1107.14
2023-04-02T00:00:00,Books,2531.89
2023-04-02T00:00:00,Furniture,4285.57
2023-04-02T00:00:00,Clothing,4736.84
2023-04-03T00:00:00,Electronics,2975.49
2023-04-03T00:00:00,Books,4344.03
2023-04-03T00:00:00,Furniture,4003.31
2023-04-03T00:00:00,Clothing,1362.21
2023-04-04T00:00:00,Electronics,2578.91
2023-04-04T00:00:00,Books,2278.14
2023-04-04T00:00:00,Furniture,1075.38
2023-04-04T00:00:00,Clothing,770.48
2023-04-05T00:00:00,Electronics,1864.91
2023-04-05T00:00:00,Books,2586.46
2023-04-05T00:00:00,Furniture,1102.58
2023-04-05T00:00:00,Clothing,3576.37
2023-04-06T00:00:00,Electronics,4704.95
2023-04-06T00:00:00,Books,2017.23
2023-04-06T00:00:00,Furniture,1258.32
2023-04-06T00:00:00,Clothing,4019.4
2023-04-07T00:00:00,Electronics,1277.11
2023-04-07T00:00:00,Books,1808.38
2023-04-07T00:00:00,Furniture,3153.22
2023-04-07T00:00:00,Clothing,1478.5
2023-04-08T00:00:00,Electronics,2918.76
2023-04-08T00:00:00,Books,1358.88
2023-04-08T00:00:00,Furniture,1829.34
2023-04-08T00:00:00,Clothing,4656.34
2023-04-09T00:00:00,Electronics,1304.05
2023-04-09T00:00:00,Books,2184.78
2023-04-09T00:00:00,Furniture,486.13
2023-04-09T00:00:00,Clothing,3601.68
2023-04-10T00:00:00,Electronics,682.41
2023-04-10T00:00:00,Books,706.05
2023-04-10T00:00:00,Furniture,3500.4
2023-04-10T00:00:00,Clothing,2836.62
2023-04-11T00:00:00,Electronics,2539.14
2023-04-11T00:00:00,Books,4139.15
2023-04-11T00:00:00,Furniture,3890.74
2023-04-11T00:00:00,Clothing,3372.78
2023-04-12T00:00:00,Electronics,749.67
2023-04-12T00:00:00,Books,4697.15
2023-04-12T00:00:00,Furniture,2749.69
2023-04-12T00:00:00,Clothing,613.67
2023-04-13T00:00:00,Electronics,2676.59
2023-04-13T00:00:00,Books,1482.88
2023-04-13T00:00:00,Furniture,3224.88
2023-04-13T00:00:00,Clothing,2528.11
2023-04-14T00:00:00,Electronics,4149.33
2023-04-14T00:00:00,Books,1064.31
2023-04-14T00:00:00,Furniture,4818.37
2023-04-14T00:00:00,Clothing,4456.22
2023-04-15T00:00:00,Electronics,3970.37
2023-04-15T00:00:00,Books,4357.05
2023-04-15T00:00:00,Furniture,2923.26
2023-04-15T00:00:00,Clothing,2404.84
2023-04-16T00:00:00,Electronics,2213.36
2023-04-16T00:00:00,Books,3759.52
2023-04-16T00:00:00,Furniture,219.11
2023-04-16T00:00:00,Clothing,2616.69
2023-04-17T00:00:00,Electronics,1725.67
2023-04-17T00:00:00,Books,4448.49
2023-04-17T00:00:00,Furniture,2748.1
2023-04-17T00:00:00,Clothing,2667.51
2023-04-18T00:00:00,Electronics,4936.76
2023-04-18T00:00:00,Books,3898.12
2023-04-18T00:00:00,Furniture,3540.18
2023-04-18T00:00:00,Clothing,4480.27
2023-04-19T00:00:00,Electronics,2516.7
2023-04-19T00:00:00,Books,2119.92
2023-04-19T00:00:00,Furniture,1750.11
2023-04-19T00:00:00,Clothing,4138.62
2023-04-20T00:00:00,Electronics,631.07
2023-04-20T00:00:00,Books,4168.36
2023-04-20T00:00:00,Furniture,4744.27
2023-04-20T00:00:00,Clothing,3028.22
2023-04-21T00:00:00,Electronics,1555.86
2023-04-21T00:00:00,Books,3381.77
2023-04-21T00:00:00,Furniture,4845.97
2023-04-21T00:00:00,Clothing,4712.31
2023-04-22T00:00:00,Electronics,793.74
2023-04-22T00:00:00,Books,359.05
2023-04-22T00:00:00,Furniture,2080.36
2023-04-22T00:00:00,Clothing,180.41
2023-04-23T00:00:00,Electronics,3949.12
2023-04-23T00:00:00,Books,1835.28
2023-04-23T00:00:00,Furniture,118.47
2023-04-23T00:00:00,Clothing,1939.23
2023-04-24T00:00:00,Electronics,874.25
2023-04-24T00:00:00,Books,3360.3
2023-04-24T00:00:00,Furniture,159.6
2023-04-24T00:00:00,Clothing,1505.27
2023-04-25T00:00:00,Electronics,2917.75
2023-04-25T00:00:00,Books,1062.35
2023-04-25T00:00:00,Furniture,4644.13
2023-04-25T00:00:00,Clothing,866.69
2023-04-26T00:00:00,Electronics,3229.15
2023-04-26T00:00:00,Books,3054.53
2023-04-26T00:00:00,Furniture,982.08
2023-04-26T00:00:00,Clothing,4434.03
2023-04-27T00:00:00,Electronics,1021.64
2023-04-27T00:00:00,Books,2723.81
2023-04-27T00:00:00,Furniture,3553.96
2023-04-27T00:00:00,Clothing,1530.55
2023-04-28T00:00:00,Electronics,3037.29
2023-04-28T00:00:00,Books,726.59
2023-04-28T00:00:00,Furniture,3821.33
2023-04-28T00:00:00,Clothing,2905.87
2023-04-29T00:00:00,Electronics,1494.69
2023-04-29T00:00:00,Books,879.96
2023-04-29T00:00:00,Furniture,4250.22
2023-04-29T00:00:00,Clothing,288.93
2023-04-30T00:00:00,Electronics,4515.82
2023-04-30T00:00:00,Books,2109.99
2023-04-30T00:00:00,Furniture,4413.38
2023-04-30T00:00:00,Clothing,1647.7
